Firm,original_leaf,canonical_leaf,row_view,row_source,row_date,join_type,candidate_generation_rule,token_overlap,relationship_verdict,mapping_action,review_required,mapping_reason
Schroders,Japan Equities,,N,Multi-asset views: June 2026,19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A separate country call where 'uncertainty around the pace of policy normalisation... tempers our conviction' on Japan.
Schroders,Emerging Markets Equities,,O,Multi-asset views: June 2026,19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,The broad EM call: 'Resilient earnings momentum across parts of Asia continue to support emerging markets.'
Schroders,Asia ex-China Equities,,O,Multi-asset views: June 2026,19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A narrower subset call on EM Asia ex-China — 'AI-related demand across the semiconductor supply chain continues to support EM Asia' — distinct from the broad EM stance.
Schroders,Australia Govt Bonds,,U,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Australia is a separate country call — 'less positive on Australian bonds ... relative to US bonds' underweight, unrelated to the Japan stance."
Schroders,Japan Govt Bonds,,N,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Japan is a separate sovereign call — 'neutral' driven by 'rising inflation expectations and ongoing policy normalisation', not the same position as Australia."
Schroders,US IG Credit,,U,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,US IG is its own call — 'less positive on US investment grade debt' underweight on unattractive yields vs cash.
Schroders,Europe IG Credit,,N,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,Europe IG is a separate region call — 'a more balanced view on the asset class' neutral on limited spread compensation.
Schroders,EM IG Credit,,N,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,EM IG is a separate region call — 'Supportive fundamentals are balanced by tighter financial conditions' neutral.
Schroders,Italy Govt Bonds,,U,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Italy is the specific position — 'less positive on ... BTPs relative to US bonds' and 'taken profits on the Italian position', a country-level underweight."
Schroders,Euro Govt Bonds,,N,Multi-asset views: June 2026,19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Euro is the broad sovereign stance — 'downgraded to neutral after taking profits on our Italian BTP position', a different, aggregate call."
Sellwood Investment Partners,US Large Cap,,U,Market Snapshot June 2026,30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Large-cap is its own gauge reading — 'US Large-Cap Equity ... Expensive pole; Earnings Yield = 4.8%', a distinct cap segment from small-cap."
Sellwood Investment Partners,US Small Cap,,U,Market Snapshot June 2026,30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"Small-cap is a separate gauge reading — 'US Small-Cap Equity ... Expensive pole; Earnings Yield = 4.6%', a different exposure despite the shared underweight."
Seviora,AI,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"AI is the thematic call — 'The first is the AI revolution ... widening the opportunity set', distinct from the broad IT sector favouring."
Seviora,IT/Tech/Telecomms (inc. AI),,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"IT sector is a separate call — 'We favour opportunities across IT, industrials, materials, energy and financials', a sector list rather than the AI theme."
Seviora,US Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,US is its own country call — 'The US remains supported by a robust AI investment cycle ... resilient consumption'.
Seviora,Taiwan Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Taiwan is a separate country call — 'Taiwan and Korea are large beneficiaries of the global AI demand cycle'.
Seviora,South Korea Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,South Korea is a separate country call from the same sentence — 'Taiwan and Korea are large beneficiaries of the global AI demand cycle'.
Seviora,Japan Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Japan is its own country call — 'Japan and Singapore are supported by structural reforms'.
Seviora,Singapore Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Singapore is a separate country call — 'Japan and Singapore are supported by structural reforms'.
Seviora,India Equities,,N,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"India is its own neutral call — 'India and most of ASEAN have strong medium-term ... prospects, but face transient drag'."
Seviora,ASEAN Equities,,N,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,ASEAN is a separate neutral call — 'India and most of ASEAN ... face transient drag given higher sensitivity to energy and policy uncertainty'.
Seviora,Asia Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"Broad Asia is its own call — 'This creates a compelling starting point for investors. Valuations remain attractive', a region-wide view."
Seviora,Equities - General,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"The general equities stance is a separate top-level call — 'We remain constructive on public equities, but not on broad beta'."
Seviora,Germany Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,Germany is its own country call — 'we are most constructive in Germany as its €500bn infrastructure programme provides a structural tailwind'.
Seviora,China Equities,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,China is a separate country call — 'China presents selective opportunities where valuations and fundamentals align'.
Seviora,Energy,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment,0.3333,distinct,kept,false,Broad energy is its own call — 'We see energy security as both a macro constraint and an investable opportunity'.
Seviora,Nuclear/Clean Energy,,O,2026 Mid-Year Investment Outlook,03/07/2026,near_leaf,short_label_containment,0.3333,distinct,kept,false,"Nuclear/clean energy is a separate sub-exposure — 'investment is moving into LNG, nuclear restarts, renewables, energy storage', not the broad energy-security call."
Silvercrest,AI,,N,Silvercrest Economic Review Q3 2026,02/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"AI thematic is its own call — 'managed relative to benchmarks, with an intent to balance upside participation while avoiding excess concentration', a neutral stance."
Silvercrest,IT/Tech/Telecomms (inc. AI),,U,Silvercrest Economic Review Q3 2026,02/07/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"IT sector is a separate, opposite call — 'Lower weights in technology ... represent diversification relative to AI drivers', an underweight distinct from the neutral AI theme."
Silvercrest,Equities - General,,N,Silvercrest Economic Review Q3 2026,02/07/2026,near_leaf,short_label_containment,0.2500,distinct,kept,false,Row 0 is the firm's overall equity-weight call — 'We recommend an equity allocation that is neutral relative to long-term target exposure levels' — not a diversification tilt.
Silvercrest,Multi-Sector Equities - Diversification,,O,Silvercrest Economic Review Q3 2026,02/07/2026,near_leaf,short_label_containment,0.2500,distinct,kept,false,Row 1 is a separate style/theme stance advocating breadth — 'We continue to advocate for global diversification' — distinct from the broad neutral equity weight.
Standard Chartered,Equities - General,Equities - General,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,same_claim,winner,true,Both state the one broad equity-overweight stance — 'We remain Overweight global equities relative to bonds and cash' (row 2) and 'Equities — Overweight' in the tactical allocation table (row 8).
Standard Chartered,Global Equities,Equities - General,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,same_claim,merged,true,Both state the one broad equity-overweight stance — 'We remain Overweight global equities relative to bonds and cash' (row 2) and 'Equities — Overweight' in the tactical allocation table (row 8).
Standard Chartered,Europe Equities - Financials,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,"A specific regional-sector idea — 'Europe ex-UK: Financials, industrials'."
Standard Chartered,Japan Equities - Financials,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A distinct regional-sector idea — 'Japan banks' as an opportunistic equity idea.
Standard Chartered,US Equities,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific country call — 'we stay Overweight the US'.
Standard Chartered,Asia ex-Japan Equities,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific region call — 'raise AxJ to Overweight'.
Standard Chartered,India Equities,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific country within the region — 'Overweight on (i) India'.
Standard Chartered,China Equities,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A separate country call — '(ii) China ... we like the China technology and communication services sectors'.
Standard Chartered,Taiwan Equities,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A separate country call — '(iii) Taiwan'.
Standard Chartered,Europe Equities,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific neutral country call — 'Europe ex-UK — Core'.
Standard Chartered,UK Equities,,U,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific underweight country call — 'UK — Underweight'.
Standard Chartered,Japan Equities,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific neutral country call — 'Japan — Core'.
Standard Chartered,Hong Kong Equities,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific country forecast-view — 'Hang Seng — 12m forecast ... Upside to target 7%'.
Standard Chartered,South Korea Equities,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific neutral country call — 'South Korea equities remain a core holding for us'.
Standard Chartered,ASEAN Equities,,U,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific underweight region call — 'We are Underweight ASEAN'.
Standard Chartered,Mining Equities,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A distinct sector idea being closed to neutral — 'We also close our gold miners idea'.
Standard Chartered,Financials,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific sector call — 'China sectors — Financials — Core'.
Standard Chartered,Indonesia Equities,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,short_label_containment + structural,0.6667,distinct,kept,false,A specific country signal — 'no longer flags an MSCI Indonesia rebound'.
Standard Chartered,Aus IG Credit,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,A specific Australian-credit opportunistic idea — 'Others: AUD corporates' — not the broad IG stance.
Standard Chartered,Global IG Credit,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,The broad global IG preference — 'Investment-grade (IG) and US High-yield (HY) corporate bonds as core holdings' — a different exposure from AUD corporates.
Standard Chartered,EM Debt - Hard Currency,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.6000,distinct,kept,false,The specific hard-currency sovereign call — 'We remain Overweight EM USD government bonds'.
Standard Chartered,EM Debt - General,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.6000,distinct,kept,false,A broad EM-debt preference spanning both currencies — 'preference for corporate and EM bonds over government bonds' — which cannot equal hard-currency alone since local-currency is neutral.
Standard Chartered,EM Debt - Local Currency,,N,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.6000,distinct,kept,false,A distinct neutral local-currency call — 'EM Local Ccy Govt — Core (red downgrade)'.
Standard Chartered,Intermediate US Treasuries,Intermediate US Treasuries,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.6667,same_claim,winner,true,Both express the same positive front/intermediate-duration view — 'benchmark 10-year yield expected to stay in the 4.25-4.50% range' (row 0) and 'Fed is likely to remain on hold ... contrasts with market pricing of almost 48bps of hikes' (row 1).
Standard Chartered,US Treasuries,Intermediate US Treasuries,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.6667,same_claim,merged,true,Both express the same positive front/intermediate-duration view — 'benchmark 10-year yield expected to stay in the 4.25-4.50% range' (row 0) and 'Fed is likely to remain on hold ... contrasts with market pricing of almost 48bps of hikes' (row 1).
Standard Chartered,Long-Dated US Treasuries,,U,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"An opposite, tenor-specific call — 'We remain Underweight long-dated maturities'."
Standard Chartered,US Large Cap,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A US large-cap forecast view — 'S&P500 — 12m forecast 7,950 — Upside to target 6%'."
Standard Chartered,UK Large Cap,,O,Global Market Outlook (19 June 2026),19/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A separate UK large-cap forecast view — 'FTSE 100 — 12m forecast 10,750 — Upside to target 3%'."
State Street,Equities - General,,U,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,The broad equities-vs-bonds call — 'equities may underperform bonds by 6 percent in the coming 12 months'.
State Street,US Equities,,O,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A specific positive country position — 'US current green triangle is above zero off-benchmark holdings, around +0.8%'."
State Street,Japan Equities,,O,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A specific country position — 'Japan current green triangle sits slightly above zero off-benchmark holdings'.
State Street,Asia ex-Japan Equities,,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A specific underweight region — 'Pacific ex-Japan current green triangle is below zero off-benchmark holdings'.
State Street,UK Equities,,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A specific underweight country — 'UK current green triangle is below zero off-benchmark holdings'.
State Street,Europe Equities,,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A specific underweight region — 'Europe ex-UK current green triangle is below zero off-benchmark holdings'.
State Street,Emerging Markets Equities,,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A specific underweight region — 'EM current green triangle is well below zero off-benchmark holdings, around -0.6%'."
State Street,South Korea Equities,,O,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A specific positive country exception — 'South Korea and Taiwan stand out as the only real exception'.
State Street,Taiwan Equities,,O,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate positive country exception — 'South Korea and Taiwan stand out as the only real exception'.
State Street,Duration - Long,Duration,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both are the firm's one negative broad-duration stance, row 0 saying elevated curve risk 'limits the scope for sustained duration rallies' and row 5 'limiting the scope for sustained rallies in duration.'"
State Street,Duration,Duration,U,Market Signals and Shifts: Midyear update | Market Signals and Shifts Midyear Update 2026,29/06/2026,near_leaf,structural,0.5000,same_claim,merged,true,"Both are the firm's one negative broad-duration stance, row 0 saying elevated curve risk 'limits the scope for sustained duration rallies' and row 5 'limiting the scope for sustained rallies in duration.'"
State Street,Europe Duration,,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a country-specific call that 'Eurozone duration demand remains constrained,' separate from the broad and other-country duration views."
State Street,Japan Duration,Japan Duration,O,Market Signals and Shifts Midyear Update 2026,29/06/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both address Japanese duration but disagree, and row 3 is best-evidenced with a direct quote that the Bank of Japan 'is mildly dovish in light of core inflation softening,' outweighing row 2's checker-unconfirmed inference."
State Street,Japan Duration,Japan Duration,U,Market Signals and Shifts: Midyear update,29/06/2026,near_leaf,structural,0.5000,same_claim,superseded,true,"Both address Japanese duration but disagree, and row 3 is best-evidenced with a direct quote that the Bank of Japan 'is mildly dovish in light of core inflation softening,' outweighing row 2's checker-unconfirmed inference."
State Street,US Duration,,U,Market Signals and Shifts Midyear Update 2026,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a US-specific call on a 'higher-for-longer Federal Reserve bias' implying a negative stance on US duration, separate from the broad-duration view."
State Street Investment Management,Emerging Markets Equities,,O,2026 Midyear ETF Market Outlook: The courage to follow the fundamentals | 2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets | 2026 Midyear ETF Market Outlook: Position beyond US large-cap tech for the next wave of AI and economic realignment,29/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"This is a distinct overweight recommending investors 'consider broadening exposure ... to emerging market stocks,' not the broad-equities or US call."
State Street Investment Management,Equities - General,,U,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"This is a broad-equities view that the non-Goldilocks regime 'reinforces pressure on both equities and bonds,' separate from the geography-specific calls."
State Street Investment Management,US Equities,,U,2026 Midyear ETF Market Outlook: Diversify for a new regime with multi-asset strategies and real assets,29/05/2026,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"This is a US-specific underweight explicitly to 'Reduce US equity concentration,' distinct from the broad and EM calls."
StepStone,Equities - General,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This row uses equities only as a relative-value comparator that 'real estate is cheap especially vs. equities,' which the checker flags as not an adopted general-equities underweight, distinct from the US-specific valuation call."
StepStone,US Equities,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a specific US-equities valuation call marking them 'Expensive' at 'approximately the 20th percentile,' separate from the general relative-value framing."
StepStone,RE - AsiaPac,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Broad APAC regional call ('Asia Pacific - Neutral 15%; Recommended 10%') distinct from any single country or sector.
StepStone,RE - Japan,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Country-level Japan view ('Japan's outlook deteriorating') separate from the broader APAC regional stance.
StepStone,RE - Alternative,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global alternative-sectors bucket ('Global Other sectors - Neutral 10%; Recommended 13%') is a different scope from the US alternative bucket.
StepStone,RE - Residential,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global residential allocation ('Global Residential - Neutral 25%; Recommended 30%') distinct from each regional residential call.
StepStone,RE Debt,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global RE debt overweight ('overweight: Debt for current income') separate from the region-specific Europe/UK debt call.
StepStone,RE - US,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Broad US regional weight ('US - Neutral 44%; Recommended 47%') distinct from US sector-level calls.
StepStone,RE - Europe,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Broad Europe regional pricing view ('European pricing is aligned at cap rate level') is its own call.
StepStone,RE - Industrials,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global industrial allocation ('Global Industrial - Neutral 31%; Recommended 34%') distinct from regional industrial calls.
StepStone,RE - Retail,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global retail allocation ('Global Retail - Neutral 12%; Recommended 11%') separate from segment and regional retail calls.
StepStone,RE - Offices,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global office allocation ('Global Office - Neutral 22%; Recommended 12%') distinct from geography-specific office segments.
StepStone,RE - UK,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,"Broad UK regional loser view ('most punitive in the UK, Japan and South Korea') separate from UK sector calls."
StepStone,RE - Hotels,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Global hotels underweight ('Hotel — ... Underweight legend') distinct from regional hospitality reads.
StepStone,RE - Europe Industrials,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK industrial appeal ('Industrial — Europe/UK investment appeal: Neutral') is a distinct regional leaf.
StepStone,RE - UK Industrials,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,UK industrial appeal ('Industrial — UK investment appeal: Neutral') distinct from the broader Europe/UK industrial leaf.
StepStone,RE - UK Residential,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,UK residential appeal ('UK investment appeal — MF-Class A: Neutral...') separate from other residential geographies.
StepStone,RE - Retail (Mid-Mkt),,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,"Mid-market retail segment ('Discretionary mid-market including hotel, retail') is a distinct sub-segment call."
StepStone,RE - US Industrial,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US industrial allocation ('US Industrial - Neutral 37%; Recommended 37%') distinct from global and other-region industrial.
StepStone,RE - US Residential,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US residential allocation ('US Residential - Neutral 28%; Recommended 33%') is a country-specific call.
StepStone,RE - US Offices,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US trophy-office appeal ('Office — Trophy — US investment appeal: Neutral') distinct from broad and other office calls.
StepStone,RE - US Retail,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US retail ('US Retail - Neutral 11%; Recommended 12%') distinct from global and other-region retail.
StepStone,"RE - US Alternative (E.g. Senior Housing, Student Housing)",,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US alternative-sectors bucket ('US Other sectors - Neutral 7%; Recommended 10%') is a US-scoped call separate from the global alternative bucket.
StepStone,RE - AsiaPac Residential,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,APAC residential allocation ('Asia-Pacific Residential - Neutral 7%; Recommended 11%') is a distinct regional residential call.
StepStone,RE - AsiaPac Offices,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,APAC office allocation ('Asia-Pacific Office - Neutral 40%; Recommended 29%') distinct from other-region offices.
StepStone,RE - Europe Residential,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK residential ('Residential — INREV Core 28%; Recommended 31%') is a distinct regional residential call.
StepStone,RE - Europe Commercial,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK office (mapped to Europe Commercial) underweight ('Office — INREV Core 20%; Recommended 14%') is its own call.
StepStone,RE - Europe Retail,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK retail appeal ('Retail — Europe/UK investment appeal: Neutral') distinct from UK retail and global retail.
StepStone,RE - US Healthcare,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US medical office / healthcare ('Medical office — ... Overweight legend') is a distinct sector call.
StepStone,RE - Europe Logistics,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,"Europe logistics winners ('Last-mile, urban infill assets') distinct from the broader Europe industrial appeal leaf."
StepStone,RE - Japan Residential,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Japan residential ('Tokyo multifamily') is a country-specific call separate from broad APAC residential.
StepStone,RE - Japan Industrial,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Japan industrial ('Infill assets ... long WALT in Japan') distinct from the neutral broad APAC industrial appeal.
StepStone,RE - AsiaPac Logistics,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Broad APAC industrial/logistics appeal ('Industrial — APAC investment appeal: Neutral') separate from Japan-specific industrial.
StepStone,RE - AsiaPac Hotels,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,APAC hotels preferred theme ('Hotels: Assets with deferred capex ... Japan and Australia') is a distinct sector call.
StepStone,RE - Europe Offices (Prime),,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK prime (trophy) office ('Office — Trophy — Europe/UK investment appeal: Neutral') distinct from secondary and other-geo offices.
StepStone,RE - US Life Sciences,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US life sciences ('Life science R&D — US investment appeal: Unfavorable') is a distinct sector call.
StepStone,RE - Logistics,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Cold-storage logistics across all regions ('Cold storage investment appeal — ... Neutral') is its own cross-region call.
StepStone,RE - US Hotels,,U,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,US hotels ('Hospitality — US investment appeal: Unfavorable') distinct from global hotels and other-region hospitality.
StepStone,RE - Europe Tourism,,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK hospitality/tourism ('Hospitality — Europe/UK investment appeal: Neutral') is a distinct regional call.
StepStone,RE - UK Offices (Prime),,N,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,UK prime (trophy) office ('Office — Trophy — UK investment appeal: Neutral') distinct from Europe/UK prime offices.
StepStone,RE - UK Retail,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,"UK retail ('Retail — UK investment appeal: Favorable', explicitly against the Neutral Europe/UK category) is a distinct call."
StepStone,RE - Europe Debt,,O,Real Estate House Views Report Spring 2026,03/06/2026,near_leaf,short_label_containment + structural,0.8333,distinct,kept,false,Europe/UK real-estate debt ('Levered whole loan / high yield / mezzanine — Europe/UK: Overweight') distinct from global RE debt.
