Firm,Sub-Asset Class,action,scope_verdict,scope_reason,precedence_rule,row_view,row_source,row_date,row_confidence,row_band,row_basis,surviving_row
Wells Fargo,Global IG Credit,merged,same_claim,"Both favor IG credit—""Investment-grade credit ... may offer income, stability"" and ""Investment-grade credit — Favorable.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Global IG Credit,winner,same_claim,"Both favor IG credit—""Investment-grade credit ... may offer income, stability"" and ""Investment-grade credit — Favorable.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Gold/Precious,merged,same_claim,"Both favor precious metals—""rotate exposure to Precious ... Metals"" and ""Favored sectors — Precious Metals.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Gold/Precious,winner,same_claim,"Both favor precious metals—""rotate exposure to Precious ... Metals"" and ""Favored sectors — Precious Metals.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,High Quality Issuers,merged,same_claim,"Both favor high-quality bonds—""selectively adding high-quality bonds"" and ""favor ... high-quality IG corporate bonds.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,68,Medium,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,High Quality Issuers,winner,same_claim,"Both favor high-quality bonds—""selectively adding high-quality bonds"" and ""favor ... high-quality IG corporate bonds.""",same_view_merge,O,Outlook Report,10/06/2026,74,Medium,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,IT/Tech/Telecomms (inc. AI),merged,same_claim,"Both prefer IT—""prefer sectors tied to AI ... Information Technology"" and ""Information Technology — Favorable.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,74,Medium,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,IT/Tech/Telecomms (inc. AI),winner,same_claim,"Both prefer IT—""prefer sectors tied to AI ... Information Technology"" and ""Information Technology — Favorable.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Industrials,merged,same_claim,"Both prefer Industrials—""prefer sectors ... Industrials"" and ""Industrials — Favorable.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,74,Medium,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Industrials,winner,same_claim,"Both prefer Industrials—""prefer sectors ... Industrials"" and ""Industrials — Favorable.""",same_view_merge,O,Outlook Report,10/06/2026,100,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Municipal Bonds,merged,same_claim,"Both favor municipal bonds—""municipal bonds may offer income, stability"" and ""Municipal bonds — Favorable.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Municipal Bonds,winner,same_claim,"Both favor municipal bonds—""municipal bonds may offer income, stability"" and ""Municipal bonds — Favorable.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Securitized/Structured (ABS/MBS/CDS/Swaps/CLOs),merged,same_claim,"Both favor securitized—""securitized assets ... may offer income, stability"" and ""Securitized — Favorable.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,75,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,Securitized/Structured (ABS/MBS/CDS/Swaps/CLOs),winner,same_claim,"Both favor securitized—""securitized assets ... may offer income, stability"" and ""Securitized — Favorable.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,US Large Cap,merged,same_claim,"Both favor US large caps—""favor U.S. large- and mid-cap equities"" and ""Favored asset classes — U.S. Large Cap Equities.""",same_view_merge,O,2026 Midyear Outlook,08/06/2026,79,High,stated,2026 Midyear Outlook | Outlook Report
Wells Fargo,US Large Cap,winner,same_claim,"Both favor US large caps—""favor U.S. large- and mid-cap equities"" and ""Favored asset classes — U.S. Large Cap Equities.""",same_view_merge,O,Outlook Report,10/06/2026,90,High,stated,2026 Midyear Outlook | Outlook Report
World Gold Council,Gold/Precious,merged,same_claim,"Both are neutral/rangebound on gold—""gold may see range-bound moves"" and ""gold will likely stay relatively rangebound (±5%).""",same_view_merge,N,Weekly Markets Monitor Gold Enters H2,06/07/2026,74,Medium,inferred,Weekly Markets Monitor Gold Enters H2 | Gold Mid Year Outlook 2026
World Gold Council,Gold/Precious,winner,same_claim,"Both are neutral/rangebound on gold—""gold may see range-bound moves"" and ""gold will likely stay relatively rangebound (±5%).""",same_view_merge,N,Gold Mid Year Outlook 2026,01/07/2026,79,High,stated,Weekly Markets Monitor Gold Enters H2 | Gold Mid Year Outlook 2026
